Title,Type,Genres,Description,Release Year,Age Certification,Runtime,IMDB ID,IMDB Score,IMDB Votes,Production Countries,Seasons,Rating
And Tomorrow the Entire World,MOVIE,"['crime', 'romance', 'drama']","Luisa, a 20-year-old law student, joins a cell of the Antifa group when she and her friends Alfa and Lenor get to know about an upcoming attack planned by a local neo-Nazi gang. As they try to find out more, the three youngsters delve deeper into the scene linked to right-wing movements and their political connections, to the point where they will understand how much they are willing to go further, in order to defend their own beliefs.",2021,,111,tt7716120,6.0,3095.0,"['DE', 'FR']",0.0,Average
Canine Intervention,SHOW,"['documentation', 'reality']","Canine Intervention follows renowned Oakland dog trainer, Jas Leverette, as he runs one of the top dog training facilities in California. Cali K9 works with all breeds and are confident in being able to correct any type of behavior issue.",2021,TV-14,35,tt13932598,6.5,886.0,['US'],1.0,Average
Squared Love,MOVIE,"['romance', 'comedy']",A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,2021,,102,tt13846542,5.0,3059.0,['PL'],0.0,Poor
Thomas & Friends: All Engines Go - Race for the Sodor Cup,MOVIE,"['animation', 'family']","The Race for the Sodor Cup, a competition that draws engines from all over the world. Kana ends up paired with Thomas. But will the two have what it takes will win the Sodor Cup?",2021,,60,tt15337666,3.6,56.0,[],0.0,Poor
Accomplice,MOVIE,['documentation'],"Itâ€™s a moment time-stamped in our brains. Maybe it was a birthday gift. Or perhaps you saved paycheck after paycheck to finally purchase one. However you met your first bicycle, it was the pedal strokes that came afterward that hooked you onto something intangible. Adventure. Connection. Freedom. From the producers of UnReal and the director of Where The Trail Ends comes Accomplice, an homage to all the crazy adventures and crazier comrades that result from our finest sidekick. On the surface, Accomplice takes you to mind blowing locations across the globe with the worldâ€™s top riders. But beyond that, Teton Gravity Researchâ€™s latest film celebrates how the bicycle is more than just a mode of transportation - itâ€™s a vehicle for the human spirit.",2021,,52,tt13947978,7.2,361.0,"['IL', 'US']",0.0,Best
Titletown High,SHOW,"['reality', 'sport']","In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title.",2021,TV-14,34,tt15192032,5.4,318.0,['US'],1.0,Average
Double Dad,MOVIE,"['drama', 'comedy', 'family']","While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is.",2021,,103,tt11821818,5.6,1262.0,['BR'],0.0,Average
Dancing Queens,MOVIE,"['comedy', 'drama']","The story of Dylan Pettersson, a 23-year-old girl from a small island in the Swedish archipelago with big dancing aspirations.",2021,,110,tt13032716,5.6,1672.0,['SE'],0.0,Average
Searching for Sheela,MOVIE,"['documentation', 'crime']",Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour.,2021,,58,tt14167424,4.2,1327.0,['IN'],0.0,Poor
Magic for Humans Spain,SHOW,"['reality', 'comedy']","In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder.",2021,TV-MA,23,tt14136320,6.0,77.0,['ES'],1.0,Average
This Little Love of Mine,MOVIE,['romance'],"Laura Price is a successful San Francisco lawyer on the cusp of promotion â€“ a far cry from her childhood growing up on a tropical island with best friends Chip and Gem. When the firmâ€™s biggest client â€“ Chipâ€™s grandfather â€“ asks Laura to travel to the island and deliver a contract to make Chip his heir, she leaves behind her practice and fiancÃ© Owen to convince her childhood friend to sign a contract that will make him a billionaire.",2021,G,91,tt12546872,5.3,2393.0,['AU'],0.0,Average
Let's Fight Ghost,SHOW,"['drama', 'action', 'fantasy', 'horror', 'romance']","A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What heâ€™s discovered over the years is that he can touch them and fight them off, so when heâ€™s in need of a part-time job and canâ€™t find one that pays well enough, he starts putting ads online as an exorcist for hire. His ad: â€œWill face off with your ghosts. Chances of winning: virgin ghosts 80%, bachelor ghosts 40%, child ghosts 97%, the rest 50%.â€ One night he goes out on the job and faces off with a schoolgirl ghost, and during the fight, they accidentally kiss and sparks fly.""",2021,TV-14,65,tt14168868,7.5,98.0,['TH'],1.0,Best
JJ+E,MOVIE,"['drama', 'romance']","Elisabeth and John-John live in the same city, but they inhabit different worlds.",2021,,90,tt12299824,5.3,1658.0,['SE'],0.0,Average
Dearest Boy,MOVIE,"['comedy', 'drama']","A gang kidnapped Five children and demanding a hefty ransom, while parents turn to the police, grandmothers set a mission to save them themselves.",2021,,90,tt13524066,6.1,240.0,['SA'],0.0,Average
Twenty Somethings: Austin,SHOW,['reality'],"Set in Austin, Texas, this growing-up reality show is where twenty-somethings find love, friendship and embark on a new adventure: life.",2021,TV-MA,30,tt15204216,6.0,427.0,['US'],1.0,Average
Mighty Little Bheem: Kite Festival,SHOW,"['family', 'comedy', 'animation']","With winter behind them, Bheem and his townspeople usher in a sunny new season in all their favorite ways during the Makar Sankranti festival.",2021,,0,tt13711094,8.8,16.0,[],1.0,Best
Swap Shop,SHOW,['reality'],"When the ""Swap Shop"" radio show shares the scoop on sweet deals, collectors of cars, comics, creepy clown statues and more listen with ears wide open.",2021,TV-14,30,tt15674202,6.7,325.0,['US'],2.0,Average
Crime Scene: The Vanishing at the Cecil Hotel,SHOW,"['documentation', 'crime', 'thriller']",The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. A dive into crime's darkest places.,2021,TV-MA,55,tt13840586,5.9,16799.0,['US'],1.0,Average
Long Story Short,MOVIE,"['fantasy', 'comedy', 'romance']","Teddy wakes up the morning after his wedding to discover that he's jumped forward a year in his life to his first anniversary. Trapped in an endless cycle of time jumps, transported another year ahead every few minutes, he is faced with a race against time as his life crumbles around him.",2021,R,90,tt10896634,6.5,4664.0,['AU'],0.0,Average
Super Crooks,SHOW,"['scifi', 'drama', 'animation', 'action', 'crime', 'fantasy']",Johnny Bolt recruits a group of ragtag supervillains for one last heist. Their target: A ruthless super-powered crime boss. What can go wrong?,2021,TV-MA,30,tt14272628,7.1,1984.0,['JP'],1.0,Best
Night Teeth,MOVIE,"['comedy', 'action', 'crime', 'drama', 'fantasy', 'horror', 'thriller']","A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",2021,,107,tt10763820,5.6,16890.0,"['GB', 'US']",0.0,Average
A Cop Movie,MOVIE,"['drama', 'action', 'crime', 'thriller', 'documentation']","This documentary walks the line between fact and fiction, delving into corruption in the Mexican police through the experiences of two officers.",2021,R,107,tt14035242,7.0,1626.0,['MX'],0.0,Average
Catching Killers,SHOW,"['documentation', 'crime']","The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",2021,TV-MA,40,tt15723914,7.1,2908.0,['US'],2.0,Best
Love Hard,MOVIE,"['comedy', 'romance']","An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love.",2021,,104,tt10752004,6.3,48521.0,['US'],0.0,Average
Animal,SHOW,['documentation'],"This immersive series follows the world's most magnificent creatures, capturing never-before-seen moments from the heartwarming to the outrageous.",2021,TV-PG,45,tt15674216,7.9,857.0,"['US', 'BR']",2.0,Best
Hometown Cha-Cha-Cha,SHOW,"['comedy', 'romance', 'drama']","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021,TV-14,78,tt14518756,8.5,9987.0,['KR'],1.0,Best
Stowaway,MOVIE,"['thriller', 'scifi', 'drama']",A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,2021,PG-13,117,tt9203694,5.6,44054.0,"['DE', 'US']",0.0,Average
Things Heard & Seen,MOVIE,"['horror', 'thriller', 'drama']","Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle propertyâ€”and in her marriage to George.",2021,,121,tt10962368,5.3,29915.0,['US'],0.0,Average
Procession,MOVIE,['documentation'],Six men who were sexually abused by Catholic clergy as boys find empowerment by creating short films inspired by their trauma.,2021,R,118,tt14300912,7.2,1076.0,['US'],0.0,Best
Bruised,MOVIE,"['drama', 'sport', 'thriller']","Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",2021,R,129,tt8310474,6.1,13968.0,"['GB', 'US']",0.0,Average
Space Sweepers,MOVIE,"['scifi', 'fantasy', 'action', 'drama']","When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",2021,R,136,tt12838766,6.5,24659.0,['KR'],0.0,Average
The Last Letter From Your Lover,MOVIE,"['romance', 'drama']",A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,2021,,110,tt1893273,6.6,16302.0,"['GB', 'CA']",0.0,Average
Dave Chappelle: The Closer,MOVIE,['comedy'],"As he closes out his slate of comedy specials, Dave takes the stage to try and set the record straight â€” and get a few things off his chest.",2021,,72,tt15523010,8.0,24903.0,['US'],0.0,Best
An astrological guide for broken hearts,SHOW,"['comedy', 'romance']","Mid-thirties and still single (certainly not by choice), Alice is working at a small television network in a job with limited upward mobility, despite often being the most competent person in the room. To add insult to injury, her ex-boyfriend Carlo is getting married and about to become a father. And as if that weren't enough, in the small television production company she works for, a new charming and mysterious creative director, Davide, arrives to put everyone to the test. Alice's life begins to change when she meets Tio, an actor on the network's flagship soap opera and self-professed astrological guru, who will soon become her personal ""astrological guide for broken hearts"".",2021,TV-14,34,tt14759406,7.1,2827.0,['IT'],2.0,Best
Pretend It's a City,SHOW,"['comedy', 'documentation']","Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese.",2021,TV-14,29,tt13660958,8.1,7096.0,['US'],1.0,Best
Sophie: A Murder in West Cork,SHOW,"['crime', 'documentation', 'history']",A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,2021,TV-14,55,tt14681732,6.8,5093.0,['GB'],1.0,Average
Fear Street: Part One - 1994,MOVIE,"['horror', 'drama']",A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,2021,,107,tt6566576,6.2,74672.0,['US'],0.0,Average
